timestamp,ward,ward_name,total_beds,occupied_beds,available_beds,occupancy_rate,occupancy_percent,admissions,discharges,net_change,rag_status,hour,weekday,is_weekend
2026-05-21 00:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,5,4,1,RED,0,3,0
2026-05-21 00:00:00,ICU,Intensive Care Unit (ICU),30,23,7,0.7667,76.7,1,0,1,GREEN,0,3,0
2026-05-21 00:00:00,General Medicine,General Medicine Ward,120,119,1,0.9917,99.2,6,4,2,RED,0,3,0
2026-05-21 00:00:00,Surgical Ward,Surgical & Post-Op Ward,80,72,8,0.9,90.0,2,0,2,RED,0,3,0
2026-05-21 00:00:00,Pediatrics,Pediatric Ward,40,36,4,0.9,90.0,4,0,4,RED,0,3,0
2026-05-21 01:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,6,3,3,RED,1,3,0
2026-05-21 01:00:00,ICU,Intensive Care Unit (ICU),30,23,7,0.7667,76.7,0,0,0,GREEN,1,3,0
2026-05-21 01:00:00,General Medicine,General Medicine Ward,120,119,1,0.9917,99.2,1,1,0,RED,1,3,0
2026-05-21 01:00:00,Surgical Ward,Surgical & Post-Op Ward,80,73,7,0.9125,91.2,1,0,1,RED,1,3,0
2026-05-21 01:00:00,Pediatrics,Pediatric Ward,40,35,5,0.875,87.5,0,1,-1,AMBER,1,3,0
2026-05-21 02:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,2,0,2,RED,2,3,0
2026-05-21 02:00:00,ICU,Intensive Care Unit (ICU),30,23,7,0.7667,76.7,0,0,0,GREEN,2,3,0
2026-05-21 02:00:00,General Medicine,General Medicine Ward,120,122,0,1.0167,101.7,3,0,3,RED,2,3,0
2026-05-21 02:00:00,Surgical Ward,Surgical & Post-Op Ward,80,72,8,0.9,90.0,0,1,-1,RED,2,3,0
2026-05-21 02:00:00,Pediatrics,Pediatric Ward,40,35,5,0.875,87.5,0,0,0,AMBER,2,3,0
2026-05-21 03:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,1,0,1,RED,3,3,0
2026-05-21 03:00:00,ICU,Intensive Care Unit (ICU),30,23,7,0.7667,76.7,0,0,0,GREEN,3,3,0
2026-05-21 03:00:00,General Medicine,General Medicine Ward,120,124,0,1.0333,103.3,2,0,2,RED,3,3,0
2026-05-21 03:00:00,Surgical Ward,Surgical & Post-Op Ward,80,75,5,0.9375,93.8,3,0,3,RED,3,3,0
2026-05-21 03:00:00,Pediatrics,Pediatric Ward,40,36,4,0.9,90.0,1,0,1,RED,3,3,0
2026-05-21 04:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,1,0,1,RED,4,3,0
2026-05-21 04:00:00,ICU,Intensive Care Unit (ICU),30,24,6,0.8,80.0,1,0,1,AMBER,4,3,0
2026-05-21 04:00:00,General Medicine,General Medicine Ward,120,125,0,1.0417,104.2,2,1,1,RED,4,3,0
2026-05-21 04:00:00,Surgical Ward,Surgical & Post-Op Ward,80,77,3,0.9625,96.2,2,0,2,RED,4,3,0
2026-05-21 04:00:00,Pediatrics,Pediatric Ward,40,36,4,0.9,90.0,0,0,0,RED,4,3,0
2026-05-21 05:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,0,0,0,RED,5,3,0
2026-05-21 05:00:00,ICU,Intensive Care Unit (ICU),30,23,7,0.7667,76.7,0,1,-1,GREEN,5,3,0
2026-05-21 05:00:00,General Medicine,General Medicine Ward,120,125,0,1.0417,104.2,0,0,0,RED,5,3,0
2026-05-21 05:00:00,Surgical Ward,Surgical & Post-Op Ward,80,76,4,0.95,95.0,0,1,-1,RED,5,3,0
2026-05-21 05:00:00,Pediatrics,Pediatric Ward,40,36,4,0.9,90.0,0,0,0,RED,5,3,0
2026-05-21 06:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,3,0,3,RED,6,3,0
2026-05-21 06:00:00,ICU,Intensive Care Unit (ICU),30,22,8,0.7333,73.3,0,1,-1,GREEN,6,3,0
2026-05-21 06:00:00,General Medicine,General Medicine Ward,120,126,0,1.05,105.0,5,4,1,RED,6,3,0
2026-05-21 06:00:00,Surgical Ward,Surgical & Post-Op Ward,80,73,7,0.9125,91.2,1,4,-3,RED,6,3,0
2026-05-21 06:00:00,Pediatrics,Pediatric Ward,40,36,4,0.9,90.0,1,1,0,RED,6,3,0
2026-05-21 07:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,6,4,2,RED,7,3,0
2026-05-21 07:00:00,ICU,Intensive Care Unit (ICU),30,21,9,0.7,70.0,1,2,-1,GREEN,7,3,0
2026-05-21 07:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,5,2,3,RED,7,3,0
2026-05-21 07:00:00,Surgical Ward,Surgical & Post-Op Ward,80,72,8,0.9,90.0,3,4,-1,RED,7,3,0
2026-05-21 07:00:00,Pediatrics,Pediatric Ward,40,36,4,0.9,90.0,1,1,0,RED,7,3,0
2026-05-21 08:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,6,2,4,RED,8,3,0
2026-05-21 08:00:00,ICU,Intensive Care Unit (ICU),30,21,9,0.7,70.0,0,0,0,GREEN,8,3,0
2026-05-21 08:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,4,2,2,RED,8,3,0
2026-05-21 08:00:00,Surgical Ward,Surgical & Post-Op Ward,80,75,5,0.9375,93.8,6,3,3,RED,8,3,0
2026-05-21 08:00:00,Pediatrics,Pediatric Ward,40,35,5,0.875,87.5,0,1,-1,AMBER,8,3,0
2026-05-21 09:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,3,0,3,RED,9,3,0
2026-05-21 09:00:00,ICU,Intensive Care Unit (ICU),30,22,8,0.7333,73.3,1,0,1,GREEN,9,3,0
2026-05-21 09:00:00,General Medicine,General Medicine Ward,120,127,0,1.0583,105.8,2,4,-2,RED,9,3,0
2026-05-21 09:00:00,Surgical Ward,Surgical & Post-Op Ward,80,78,2,0.975,97.5,5,2,3,RED,9,3,0
2026-05-21 09:00:00,Pediatrics,Pediatric Ward,40,35,5,0.875,87.5,2,2,0,AMBER,9,3,0
2026-05-21 10:00:00,Emergency,Emergency Department (ED),50,52,0,1.04,104.0,2,4,-2,RED,10,3,0
2026-05-21 10:00:00,ICU,Intensive Care Unit (ICU),30,19,11,0.6333,63.3,0,3,-3,GREEN,10,3,0
2026-05-21 10:00:00,General Medicine,General Medicine Ward,120,121,0,1.0083,100.8,0,6,-6,RED,10,3,0
2026-05-21 10:00:00,Surgical Ward,Surgical & Post-Op Ward,80,79,1,0.9875,98.8,4,3,1,RED,10,3,0
2026-05-21 10:00:00,Pediatrics,Pediatric Ward,40,38,2,0.95,95.0,5,2,3,RED,10,3,0
2026-05-21 11:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,8,3,5,RED,11,3,0
2026-05-21 11:00:00,ICU,Intensive Care Unit (ICU),30,20,10,0.6667,66.7,1,0,1,GREEN,11,3,0
2026-05-21 11:00:00,General Medicine,General Medicine Ward,120,120,0,1.0,100.0,3,4,-1,RED,11,3,0
2026-05-21 11:00:00,Surgical Ward,Surgical & Post-Op Ward,80,79,1,0.9875,98.8,4,4,0,RED,11,3,0
2026-05-21 11:00:00,Pediatrics,Pediatric Ward,40,34,6,0.85,85.0,0,4,-4,AMBER,11,3,0
2026-05-21 12:00:00,Emergency,Emergency Department (ED),50,50,0,1.0,100.0,3,7,-4,RED,12,3,0
2026-05-21 12:00:00,ICU,Intensive Care Unit (ICU),30,19,11,0.6333,63.3,0,1,-1,GREEN,12,3,0
2026-05-21 12:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,11,2,9,RED,12,3,0
2026-05-21 12:00:00,Surgical Ward,Surgical & Post-Op Ward,80,77,3,0.9625,96.2,0,2,-2,RED,12,3,0
2026-05-21 12:00:00,Pediatrics,Pediatric Ward,40,34,6,0.85,85.0,2,2,0,AMBER,12,3,0
2026-05-21 13:00:00,Emergency,Emergency Department (ED),50,53,0,1.06,106.0,6,3,3,RED,13,3,0
2026-05-21 13:00:00,ICU,Intensive Care Unit (ICU),30,19,11,0.6333,63.3,0,0,0,GREEN,13,3,0
2026-05-21 13:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,9,7,2,RED,13,3,0
2026-05-21 13:00:00,Surgical Ward,Surgical & Post-Op Ward,80,74,6,0.925,92.5,0,3,-3,RED,13,3,0
2026-05-21 13:00:00,Pediatrics,Pediatric Ward,40,33,7,0.825,82.5,3,4,-1,AMBER,13,3,0
2026-05-21 14:00:00,Emergency,Emergency Department (ED),50,53,0,1.06,106.0,4,4,0,RED,14,3,0
2026-05-21 14:00:00,ICU,Intensive Care Unit (ICU),30,19,11,0.6333,63.3,0,0,0,GREEN,14,3,0
2026-05-21 14:00:00,General Medicine,General Medicine Ward,120,128,0,1.0667,106.7,6,7,-1,RED,14,3,0
2026-05-21 14:00:00,Surgical Ward,Surgical & Post-Op Ward,80,77,3,0.9625,96.2,5,2,3,RED,14,3,0
2026-05-21 14:00:00,Pediatrics,Pediatric Ward,40,33,7,0.825,82.5,0,0,0,AMBER,14,3,0
2026-05-21 15:00:00,Emergency,Emergency Department (ED),50,52,0,1.04,104.0,2,3,-1,RED,15,3,0
2026-05-21 15:00:00,ICU,Intensive Care Unit (ICU),30,19,11,0.6333,63.3,0,0,0,GREEN,15,3,0
2026-05-21 15:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,7,6,1,RED,15,3,0
2026-05-21 15:00:00,Surgical Ward,Surgical & Post-Op Ward,80,76,4,0.95,95.0,3,4,-1,RED,15,3,0
2026-05-21 15:00:00,Pediatrics,Pediatric Ward,40,34,6,0.85,85.0,1,0,1,AMBER,15,3,0
2026-05-21 16:00:00,Emergency,Emergency Department (ED),50,50,0,1.0,100.0,3,5,-2,RED,16,3,0
2026-05-21 16:00:00,ICU,Intensive Care Unit (ICU),30,19,11,0.6333,63.3,1,1,0,GREEN,16,3,0
2026-05-21 16:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,14,3,11,RED,16,3,0
2026-05-21 16:00:00,Surgical Ward,Surgical & Post-Op Ward,80,78,2,0.975,97.5,4,2,2,RED,16,3,0
2026-05-21 16:00:00,Pediatrics,Pediatric Ward,40,32,8,0.8,80.0,1,3,-2,AMBER,16,3,0
2026-05-21 17:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,8,0,8,RED,17,3,0
2026-05-21 17:00:00,ICU,Intensive Care Unit (ICU),30,18,12,0.6,60.0,0,1,-1,GREEN,17,3,0
2026-05-21 17:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,8,0,8,RED,17,3,0
2026-05-21 17:00:00,Surgical Ward,Surgical & Post-Op Ward,80,78,2,0.975,97.5,0,0,0,RED,17,3,0
2026-05-21 17:00:00,Pediatrics,Pediatric Ward,40,33,7,0.825,82.5,2,1,1,AMBER,17,3,0
2026-05-21 18:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,5,1,4,RED,18,3,0
2026-05-21 18:00:00,ICU,Intensive Care Unit (ICU),30,18,12,0.6,60.0,0,0,0,GREEN,18,3,0
2026-05-21 18:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,5,4,1,RED,18,3,0
2026-05-21 18:00:00,Surgical Ward,Surgical & Post-Op Ward,80,79,1,0.9875,98.8,4,3,1,RED,18,3,0
2026-05-21 18:00:00,Pediatrics,Pediatric Ward,40,32,8,0.8,80.0,1,2,-1,AMBER,18,3,0
2026-05-21 19:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,4,1,3,RED,19,3,0
2026-05-21 19:00:00,ICU,Intensive Care Unit (ICU),30,18,12,0.6,60.0,0,0,0,GREEN,19,3,0
2026-05-21 19:00:00,General Medicine,General Medicine Ward,120,126,0,1.05,105.0,0,3,-3,RED,19,3,0
2026-05-21 19:00:00,Surgical Ward,Surgical & Post-Op Ward,80,81,0,1.0125,101.2,3,1,2,RED,19,3,0
2026-05-21 19:00:00,Pediatrics,Pediatric Ward,40,31,9,0.775,77.5,0,1,-1,AMBER,19,3,0
2026-05-21 20:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,9,2,7,RED,20,3,0
2026-05-21 20:00:00,ICU,Intensive Care Unit (ICU),30,18,12,0.6,60.0,0,0,0,GREEN,20,3,0
2026-05-21 20:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,4,1,3,RED,20,3,0
2026-05-21 20:00:00,Surgical Ward,Surgical & Post-Op Ward,80,81,0,1.0125,101.2,2,2,0,RED,20,3,0
2026-05-21 20:00:00,Pediatrics,Pediatric Ward,40,32,8,0.8,80.0,3,2,1,AMBER,20,3,0
2026-05-21 21:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,7,1,6,RED,21,3,0
2026-05-21 21:00:00,ICU,Intensive Care Unit (ICU),30,19,11,0.6333,63.3,1,0,1,GREEN,21,3,0
2026-05-21 21:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,5,4,1,RED,21,3,0
2026-05-21 21:00:00,Surgical Ward,Surgical & Post-Op Ward,80,77,3,0.9625,96.2,1,5,-4,RED,21,3,0
2026-05-21 21:00:00,Pediatrics,Pediatric Ward,40,34,6,0.85,85.0,2,0,2,AMBER,21,3,0
2026-05-21 22:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,6,2,4,RED,22,3,0
2026-05-21 22:00:00,ICU,Intensive Care Unit (ICU),30,18,12,0.6,60.0,0,1,-1,GREEN,22,3,0
2026-05-21 22:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,5,0,5,RED,22,3,0
2026-05-21 22:00:00,Surgical Ward,Surgical & Post-Op Ward,80,74,6,0.925,92.5,0,3,-3,RED,22,3,0
2026-05-21 22:00:00,Pediatrics,Pediatric Ward,40,34,6,0.85,85.0,3,3,0,AMBER,22,3,0
2026-05-21 23:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,7,0,7,RED,23,3,0
2026-05-21 23:00:00,ICU,Intensive Care Unit (ICU),30,19,11,0.6333,63.3,1,0,1,GREEN,23,3,0
2026-05-21 23:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,7,3,4,RED,23,3,0
2026-05-21 23:00:00,Surgical Ward,Surgical & Post-Op Ward,80,70,10,0.875,87.5,1,5,-4,AMBER,23,3,0
2026-05-21 23:00:00,Pediatrics,Pediatric Ward,40,36,4,0.9,90.0,2,0,2,RED,23,3,0
2026-05-22 00:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,4,1,3,RED,0,4,0
2026-05-22 00:00:00,ICU,Intensive Care Unit (ICU),30,20,10,0.6667,66.7,1,0,1,GREEN,0,4,0
2026-05-22 00:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,7,0,7,RED,0,4,0
2026-05-22 00:00:00,Surgical Ward,Surgical & Post-Op Ward,80,70,10,0.875,87.5,1,1,0,AMBER,0,4,0
2026-05-22 00:00:00,Pediatrics,Pediatric Ward,40,35,5,0.875,87.5,0,1,-1,AMBER,0,4,0
2026-05-22 01:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,4,1,3,RED,1,4,0
2026-05-22 01:00:00,ICU,Intensive Care Unit (ICU),30,21,9,0.7,70.0,1,0,1,GREEN,1,4,0
2026-05-22 01:00:00,General Medicine,General Medicine Ward,120,127,0,1.0583,105.8,0,2,-2,RED,1,4,0
2026-05-22 01:00:00,Surgical Ward,Surgical & Post-Op Ward,80,71,9,0.8875,88.8,1,0,1,AMBER,1,4,0
2026-05-22 01:00:00,Pediatrics,Pediatric Ward,40,35,5,0.875,87.5,0,0,0,AMBER,1,4,0
2026-05-22 02:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,2,0,2,RED,2,4,0
2026-05-22 02:00:00,ICU,Intensive Care Unit (ICU),30,22,8,0.7333,73.3,1,0,1,GREEN,2,4,0
2026-05-22 02:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,2,0,2,RED,2,4,0
2026-05-22 02:00:00,Surgical Ward,Surgical & Post-Op Ward,80,72,8,0.9,90.0,1,0,1,RED,2,4,0
2026-05-22 02:00:00,Pediatrics,Pediatric Ward,40,36,4,0.9,90.0,1,0,1,RED,2,4,0
2026-05-22 03:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,1,0,1,RED,3,4,0
2026-05-22 03:00:00,ICU,Intensive Care Unit (ICU),30,22,8,0.7333,73.3,0,0,0,GREEN,3,4,0
2026-05-22 03:00:00,General Medicine,General Medicine Ward,120,128,0,1.0667,106.7,0,1,-1,RED,3,4,0
2026-05-22 03:00:00,Surgical Ward,Surgical & Post-Op Ward,80,72,8,0.9,90.0,1,1,0,RED,3,4,0
2026-05-22 03:00:00,Pediatrics,Pediatric Ward,40,38,2,0.95,95.0,2,0,2,RED,3,4,0
2026-05-22 04:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,0,0,0,RED,4,4,0
2026-05-22 04:00:00,ICU,Intensive Care Unit (ICU),30,22,8,0.7333,73.3,0,0,0,GREEN,4,4,0
2026-05-22 04:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,1,0,1,RED,4,4,0
2026-05-22 04:00:00,Surgical Ward,Surgical & Post-Op Ward,80,72,8,0.9,90.0,0,0,0,RED,4,4,0
2026-05-22 04:00:00,Pediatrics,Pediatric Ward,40,37,3,0.925,92.5,0,1,-1,RED,4,4,0
2026-05-22 05:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,1,0,1,RED,5,4,0
2026-05-22 05:00:00,ICU,Intensive Care Unit (ICU),30,22,8,0.7333,73.3,0,0,0,GREEN,5,4,0
2026-05-22 05:00:00,General Medicine,General Medicine Ward,120,128,0,1.0667,106.7,0,1,-1,RED,5,4,0
2026-05-22 05:00:00,Surgical Ward,Surgical & Post-Op Ward,80,73,7,0.9125,91.2,4,3,1,RED,5,4,0
2026-05-22 05:00:00,Pediatrics,Pediatric Ward,40,38,2,0.95,95.0,1,0,1,RED,5,4,0
2026-05-22 06:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,2,0,2,RED,6,4,0
2026-05-22 06:00:00,ICU,Intensive Care Unit (ICU),30,21,9,0.7,70.0,0,1,-1,GREEN,6,4,0
2026-05-22 06:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,6,3,3,RED,6,4,0
2026-05-22 06:00:00,Surgical Ward,Surgical & Post-Op Ward,80,70,10,0.875,87.5,0,3,-3,AMBER,6,4,0
2026-05-22 06:00:00,Pediatrics,Pediatric Ward,40,38,2,0.95,95.0,0,0,0,RED,6,4,0
2026-05-22 07:00:00,Emergency,Emergency Department (ED),50,53,0,1.06,106.0,2,3,-1,RED,7,4,0
2026-05-22 07:00:00,ICU,Intensive Care Unit (ICU),30,21,9,0.7,70.0,0,0,0,GREEN,7,4,0
2026-05-22 07:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,4,2,2,RED,7,4,0
2026-05-22 07:00:00,Surgical Ward,Surgical & Post-Op Ward,80,71,9,0.8875,88.8,4,3,1,AMBER,7,4,0
2026-05-22 07:00:00,Pediatrics,Pediatric Ward,40,38,2,0.95,95.0,0,0,0,RED,7,4,0
2026-05-22 08:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,5,0,5,RED,8,4,0
2026-05-22 08:00:00,ICU,Intensive Care Unit (ICU),30,21,9,0.7,70.0,0,0,0,GREEN,8,4,0
2026-05-22 08:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,4,3,1,RED,8,4,0
2026-05-22 08:00:00,Surgical Ward,Surgical & Post-Op Ward,80,73,7,0.9125,91.2,5,3,2,RED,8,4,0
2026-05-22 08:00:00,Pediatrics,Pediatric Ward,40,39,1,0.975,97.5,1,0,1,RED,8,4,0
2026-05-22 09:00:00,Emergency,Emergency Department (ED),50,51,0,1.02,102.0,1,4,-3,RED,9,4,0
2026-05-22 09:00:00,ICU,Intensive Care Unit (ICU),30,21,9,0.7,70.0,1,1,0,GREEN,9,4,0
2026-05-22 09:00:00,General Medicine,General Medicine Ward,120,128,0,1.0667,106.7,2,3,-1,RED,9,4,0
2026-05-22 09:00:00,Surgical Ward,Surgical & Post-Op Ward,80,74,6,0.925,92.5,4,3,1,RED,9,4,0
2026-05-22 09:00:00,Pediatrics,Pediatric Ward,40,40,0,1.0,100.0,1,0,1,RED,9,4,0
2026-05-22 10:00:00,Emergency,Emergency Department (ED),50,51,0,1.02,102.0,5,5,0,RED,10,4,0
2026-05-22 10:00:00,ICU,Intensive Care Unit (ICU),30,19,11,0.6333,63.3,1,3,-2,GREEN,10,4,0
2026-05-22 10:00:00,General Medicine,General Medicine Ward,120,127,0,1.0583,105.8,3,4,-1,RED,10,4,0
2026-05-22 10:00:00,Surgical Ward,Surgical & Post-Op Ward,80,71,9,0.8875,88.8,4,7,-3,AMBER,10,4,0
2026-05-22 10:00:00,Pediatrics,Pediatric Ward,40,38,2,0.95,95.0,0,2,-2,RED,10,4,0
2026-05-22 11:00:00,Emergency,Emergency Department (ED),50,51,0,1.02,102.0,0,0,0,RED,11,4,0
2026-05-22 11:00:00,ICU,Intensive Care Unit (ICU),30,19,11,0.6333,63.3,0,0,0,GREEN,11,4,0
2026-05-22 11:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,6,2,4,RED,11,4,0
2026-05-22 11:00:00,Surgical Ward,Surgical & Post-Op Ward,80,74,6,0.925,92.5,4,1,3,RED,11,4,0
2026-05-22 11:00:00,Pediatrics,Pediatric Ward,40,41,0,1.025,102.5,3,0,3,RED,11,4,0
2026-05-22 12:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,6,2,4,RED,12,4,0
2026-05-22 12:00:00,ICU,Intensive Care Unit (ICU),30,18,12,0.6,60.0,0,1,-1,GREEN,12,4,0
2026-05-22 12:00:00,General Medicine,General Medicine Ward,120,126,0,1.05,105.0,4,7,-3,RED,12,4,0
